# BUSCO version is: 5.8.0 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
10130at4891	Fragmented	h1tg000006l_path	394898	396898	+	212.4	314	https://www.orthodb.org/v10?query=10130at4891	BRO1 domain
10138at4891	Complete	h1tg000017l_path	174275	172570	-	341.2	271	https://www.orthodb.org/v10?query=10138at4891	RNA-binding domain superfamily
10174at4891	Complete	h1tg000009l_path	153625	151772	-	392.6	327	https://www.orthodb.org/v10?query=10174at4891	DNA polymerase alpha subunit B
10189at4891	Complete	h1tg000011l_path	489429	490802	+	784.4	407	https://www.orthodb.org/v10?query=10189at4891	Serine-tRNA ligase
10194at4891	Complete	h1tg000011l_path	950514	952349	+	456.1	360	https://www.orthodb.org/v10?query=10194at4891	Peroxisomal targeting signal receptor
10201at4891	Complete	h1tg000006l_path	889934	891835	+	441.3	388	https://www.orthodb.org/v10?query=10201at4891	DNA polymerase epsilon subunit B
10233at4891	Complete	h1tg000005l_path	802862	801528	-	243.0	281	https://www.orthodb.org/v10?query=10233at4891	mRNA cleavage and polyadenylation factor CLP1
10256at4891	Complete	h1tg000006l_path	719243	716961	-	425.0	355	https://www.orthodb.org/v10?query=10256at4891	lipid binding
10279at4891	Complete	h1tg000013l_path	85107	87488	+	633.2	411	https://www.orthodb.org/v10?query=10279at4891	Kinesin-like protein
10313at4891	Complete	h1tg000013l_path	147439	146006	-	609.0	333	https://www.orthodb.org/v10?query=10313at4891	Protein phosphatase PP2A regulatory subunit B
10332at4891	Complete	h1tg000004l_path	771684	769399	-	451.5	386	https://www.orthodb.org/v10?query=10332at4891	Actin interacting protein 3, C-terminal
10341at4891	Complete	h1tg000006l_path	800004	802781	+	450.9	534	https://www.orthodb.org/v10?query=10341at4891	WD40/YVTN repeat-like-containing domain superfamily
10342at4891	Fragmented	h1tg000005l_path	260214	263483	+	705.2	710	https://www.orthodb.org/v10?query=10342at4891	P-loop containing nucleoside triphosphate hydrolase protein
10350at4891	Complete	h1tg000013l_path	362028	360473	-	642.4	357	https://www.orthodb.org/v10?query=10350at4891	ATP-dependent RNA helicase DBP3
10359at4891	Complete	h1tg000013l_path	979338	978139	-	525.9	333	https://www.orthodb.org/v10?query=10359at4891	Succinate--CoA ligase 
10361at4891	Complete	h1tg000006l_path	658390	659712	+	505.3	334	https://www.orthodb.org/v10?query=10361at4891	Ferrodoxin-fold anticodon-binding domain
10391at4891	Complete	h1tg000011l_path	381333	378837	-	629.4	475	https://www.orthodb.org/v10?query=10391at4891	Tetratricopeptide repeat
10450at4891	Complete	h1tg000004l_path	346779	344830	-	665.7	470	https://www.orthodb.org/v10?query=10450at4891	DNA replication origin binding
10497at4891	Complete	h1tg000006l_path	644640	646058	+	267.9	295	https://www.orthodb.org/v10?query=10497at4891	ATPase, V1 complex, subunit H, C-terminal
10591at4891	Complete	h1tg000011l_path	728221	730209	+	296.8	410	https://www.orthodb.org/v10?query=10591at4891	Similar to Saccharomyces cerevisiae YDR137W RGP1 Subunit of a Golgi membrane exchange factor (Ric1p-Rgp1p) that catalyzes nucleotide exchange on Ypt6p
10608at4891	Complete	h1tg000005l_path	87112	85802	-	489.7	330	https://www.orthodb.org/v10?query=10608at4891	tRNA guanosine-2'-O-methyltransferase
10618at4891	Complete	h1tg000011l_path	281775	280237	-	400.5	265	https://www.orthodb.org/v10?query=10618at4891	Protein kinase domain
10619at4891	Complete	h1tg000006l_path	150166	148559	-	426.3	363	https://www.orthodb.org/v10?query=10619at4891	Thiamine phosphate synthase
10626at4891	Complete	h1tg000001l_path	251835	253721	+	596.6	430	https://www.orthodb.org/v10?query=10626at4891	Oxoglutarate/iron-dependent dioxygenase
10638at4891	Complete	h1tg000016l_path	108871	110108	+	553.8	312	https://www.orthodb.org/v10?query=10638at4891	tRNA-dihydrouridine synthase
10646at4891	Complete	h1tg000015l_path	78613	77282	-	502.4	319	https://www.orthodb.org/v10?query=10646at4891	Aminoacyl-tRNA synthetase, class II
10649at4891	Complete	h1tg000004l_path	253155	251701	-	402.5	309	https://www.orthodb.org/v10?query=10649at4891	WD40-repeat-containing domain
10660at4891	Complete	h1tg000004l_path	990814	992765	+	714.6	440	https://www.orthodb.org/v10?query=10660at4891	Coronin
10670at4891	Complete	h1tg000013l_path	500061	498634	-	329.7	315	https://www.orthodb.org/v10?query=10670at4891	SWR1-complex protein 4
10684at4891	Complete	h1tg000009l_path	620758	622404	+	427.1	338	https://www.orthodb.org/v10?query=10684at4891	SH3 domain
10695at4891	Complete	h1tg000003l_path	85407	87830	+	346.3	384	https://www.orthodb.org/v10?query=10695at4891	Cadherin-like
10719at4891	Complete	h1tg000006l_path	838307	836580	-	246.3	268	https://www.orthodb.org/v10?query=10719at4891	NCA2-domain-containing protein
10727at4891	Complete	h1tg000011l_path	671222	672895	+	250.3	278	https://www.orthodb.org/v10?query=10727at4891	TRAPP III complex, Trs85
10743at4891	Complete	h1tg000006l_path	88476	90272	+	371.9	466	https://www.orthodb.org/v10?query=10743at4891	Signal recognition particle subunit SRP68
10759at4891	Complete	h1tg000012l_path	106219	104807	-	583.9	404	https://www.orthodb.org/v10?query=10759at4891	Heat shock protein DnaJ, cysteine-rich domain
10800at4891	Complete	h1tg000011l_path	1412291	1414180	+	755.9	410	https://www.orthodb.org/v10?query=10800at4891	Non-specific serine/threonine protein kinase
10825at4891	Complete	h1tg000013l_path	915432	916742	+	658.3	372	https://www.orthodb.org/v10?query=10825at4891	Zf-ZPR1-domain-containing protein
10849at4891	Complete	h1tg000006l_path	261286	260072	-	570.9	319	https://www.orthodb.org/v10?query=10849at4891	Aspartic peptidase A1 family
10854at4891	Complete	h1tg000013l_path	266345	267709	+	416.7	315	https://www.orthodb.org/v10?query=10854at4891	mRNA-capping enzyme subunit alpha
10861at4891	Complete	h1tg000004l_path	153869	151794	-	251.0	312	https://www.orthodb.org/v10?query=10861at4891	FAS1 domain
10872at4891	Complete	h1tg000014l_path	436649	438442	+	624.2	408	https://www.orthodb.org/v10?query=10872at4891	Vacuolar amino acid transporter 1
10892at4891	Complete	h1tg000001l_path	56777	58192	+	562.3	354	https://www.orthodb.org/v10?query=10892at4891	Protein AFG1
10896at4891	Complete	h1tg000010l_path	255354	256610	+	259.0	237	https://www.orthodb.org/v10?query=10896at4891	PPM-type phosphatase domain
10924at4891	Complete	h1tg000014l_path	285241	283775	-	353.0	297	https://www.orthodb.org/v10?query=10924at4891	Actin family
10934at4891	Complete	h1tg000009l_path	532045	530798	-	669.4	345	https://www.orthodb.org/v10?query=10934at4891	Peptide chain release factor eRF1/aRF1
10963at4891	Complete	h1tg000004l_path	160451	161769	+	466.9	308	https://www.orthodb.org/v10?query=10963at4891	General transcription and DNA repair factor IIH
10968at4891	Complete	h1tg000009l_path	578020	576284	-	575.5	355	https://www.orthodb.org/v10?query=10968at4891	polyubiquitin-tagged protein recognition complex, Npl4 component
10975at4891	Complete	h1tg000014l_path	419421	417411	-	703.4	496	https://www.orthodb.org/v10?query=10975at4891	Nucleolar protein 9
11009at4891	Complete	h1tg000009l_path	135530	134160	-	455.9	325	https://www.orthodb.org/v10?query=11009at4891	ubiquinol-cytochrome c reductase core subunit 1
11034at4891	Complete	h1tg000006l_path	643009	644106	+	677.2	326	https://www.orthodb.org/v10?query=11034at4891	Glutamine synthetase
11037at4891	Complete	h1tg000002l_path	442340	443632	+	613.5	361	https://www.orthodb.org/v10?query=11037at4891	ATP-dependent RNA helicase DBP8
11039at4891	Complete	h1tg000009l_path	48519	47371	-	473.9	285	https://www.orthodb.org/v10?query=11039at4891	Methionine aminopeptidase 2
11107at4891	Complete	h1tg000012l_path	248005	249945	+	423.1	312	https://www.orthodb.org/v10?query=11107at4891	DUF155-domain-containing protein
11155at4891	Missing
11161at4891	Complete	h1tg000011l_path	171850	170613	-	690.7	359	https://www.orthodb.org/v10?query=11161at4891	ATP-dependent RNA helicase DHH1
11184at4891	Complete	h1tg000002l_path	443990	445522	+	704.7	402	https://www.orthodb.org/v10?query=11184at4891	60S ribosomal export protein NMD3
11198at4891	Complete	h1tg000011l_path	399386	400549	+	722.9	350	https://www.orthodb.org/v10?query=11198at4891	Actin family
11201at4891	Complete	h1tg000011l_path	1261608	1262891	+	706.4	346	https://www.orthodb.org/v10?query=11201at4891	26S Proteasome regulatory subunit 6B
11232at4891	Complete	h1tg000011l_path	1168578	1167139	-	355.3	263	https://www.orthodb.org/v10?query=11232at4891	Svf1-like, C-terminal
11266at4891	Complete	h1tg000005l_path	416305	414862	-	675.0	371	https://www.orthodb.org/v10?query=11266at4891	ATP-dependent RNA helicase DBP5
11279at4891	Complete	h1tg000004l_path	839377	838190	-	684.9	320	https://www.orthodb.org/v10?query=11279at4891	Ketol-acid reductoisomerase, mitochondrial
11326at4891	Complete	h1tg000011l_path	1358813	1357497	-	403.6	283	https://www.orthodb.org/v10?query=11326at4891	Tetratricopeptide-like helical domain superfamily
11330at4891	Complete	h1tg000001l_path	318333	316891	-	659.5	421	https://www.orthodb.org/v10?query=11330at4891	Peptidase M24
11349at4891	Complete	h1tg000009l_path	347320	344645	-	534.6	497	https://www.orthodb.org/v10?query=11349at4891	Tetratricopeptide repeat
11350at4891	Complete	h1tg000011l_path	771839	775729	+	631.6	538	https://www.orthodb.org/v10?query=11350at4891	mRNA export factor Sac3
11365at4891	Complete	h1tg000013l_path	280704	279135	-	290.7	247	https://www.orthodb.org/v10?query=11365at4891	Nuclear polyadenylated RNA-binding protein NAB2
11379at4891	Complete	h1tg000011l_path	1298381	1300672	+	236.0	414	https://www.orthodb.org/v10?query=11379at4891	Pre-mRNA-splicing factor SYF1
11405at4891	Complete	h1tg000016l_path	871553	869130	-	766.4	577	https://www.orthodb.org/v10?query=11405at4891	Mitochondrial escape protein 2
11444at4891	Complete	h1tg000017l_path	234567	235670	+	582.6	326	https://www.orthodb.org/v10?query=11444at4891	Adenylosuccinate synthetase
11448at4891	Complete	h1tg000003l_path	374240	373029	-	471.3	322	https://www.orthodb.org/v10?query=11448at4891	DNA primase
11469at4891	Complete	h1tg000015l_path	513414	512257	-	577.2	310	https://www.orthodb.org/v10?query=11469at4891	tRNA N6-adenosine threonylcarbamoyltransferase
11530at4891	Complete	h1tg000009l_path	706644	705325	-	538.2	345	https://www.orthodb.org/v10?query=11530at4891	Similar to Saccharomyces cerevisiae YBR243C ALG7 UDP-N-acetyl-glucosamine-1-P transferase
11568at4891	Complete	h1tg000015l_path	398818	397595	-	346.0	253	https://www.orthodb.org/v10?query=11568at4891	WD40-repeat-containing domain
11569at4891	Complete	h1tg000005l_path	923434	922067	-	611.5	359	https://www.orthodb.org/v10?query=11569at4891	Gamma-glutamyl phosphate reductase
11586at4891	Complete	h1tg000005l_path	814258	812948	-	684.8	337	https://www.orthodb.org/v10?query=11586at4891	ATPase, AAA-type, conserved site
11624at4891	Complete	h1tg000006l_path	815191	816300	+	372.3	276	https://www.orthodb.org/v10?query=11624at4891	Lysophosphatidylcholine acyltransferase
11625at4891	Complete	h1tg000003l_path	171777	173024	+	592.5	325	https://www.orthodb.org/v10?query=11625at4891	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
11626at4891	Complete	h1tg000012l_path	103186	101720	-	742.3	409	https://www.orthodb.org/v10?query=11626at4891	Dihydrolipoyl dehydrogenase
11682at4891	Complete	h1tg000013l_path	914785	913556	-	612.3	361	https://www.orthodb.org/v10?query=11682at4891	P-loop containing nucleoside triphosphate hydrolase protein
11696at4891	Complete	h1tg000016l_path	534504	532981	-	666.3	385	https://www.orthodb.org/v10?query=11696at4891	WD40-repeat-containing domain
11698at4891	Complete	h1tg000012l_path	253626	251992	-	417.0	305	https://www.orthodb.org/v10?query=11698at4891	Coatomer subunit delta
11745at4891	Complete	h1tg000013l_path	867723	866566	-	613.3	325	https://www.orthodb.org/v10?query=11745at4891	Tyrosine--tRNA ligase
11759at4891	Complete	h1tg000005l_path	71697	72992	+	571.1	344	https://www.orthodb.org/v10?query=11759at4891	1,3-beta-glucanosyltransferase
11780at4891	Complete	h1tg000014l_path	392244	393440	+	640.0	315	https://www.orthodb.org/v10?query=11780at4891	Ribonucleotide reductase small subunit
11796at4891	Complete	h1tg000005l_path	611804	610257	-	270.3	308	https://www.orthodb.org/v10?query=11796at4891	Mannosyltransferase
11809at4891	Complete	h1tg000015l_path	392531	390495	-	244.3	275	https://www.orthodb.org/v10?query=11809at4891	PAN2-PAN3 deadenylation complex subunit PAN3
11823at4891	Complete	h1tg000015l_path	387817	389154	+	537.6	337	https://www.orthodb.org/v10?query=11823at4891	THIF-type NAD/FAD binding fold
11825at4891	Complete	h1tg000011l_path	190851	192185	+	428.2	338	https://www.orthodb.org/v10?query=11825at4891	Winged helix-like DNA-binding domain superfamily
11838at4891	Complete	h1tg000013l_path	182576	184243	+	568.9	395	https://www.orthodb.org/v10?query=11838at4891	P-loop containing nucleoside triphosphate hydrolase protein
11851at4891	Complete	h1tg000011l_path	251710	253665	+	321.6	412	https://www.orthodb.org/v10?query=11851at4891	Nucleoporin NUP84
11866at4891	Complete	h1tg000014l_path	421504	419801	-	810.5	474	https://www.orthodb.org/v10?query=11866at4891	GroEL-like apical domain superfamily
11876at4891	Complete	h1tg000005l_path	445108	446268	+	682.4	348	https://www.orthodb.org/v10?query=11876at4891	Ribosomal protein L3
11892at4891	Complete	h1tg000011l_path	666724	665306	-	526.9	344	https://www.orthodb.org/v10?query=11892at4891	Membrane protein TMS1
11902at4891	Complete	h1tg000001l_path	535973	537712	+	214.6	230	https://www.orthodb.org/v10?query=11902at4891	P-loop containing nucleoside triphosphate hydrolase
11916at4891	Complete	h1tg000013l_path	844065	845168	+	577.4	324	https://www.orthodb.org/v10?query=11916at4891	P-loop containing nucleoside triphosphate hydrolase protein
11940at4891	Duplicated	h1tg000004l_path	296894	294921	-	685.6	504	https://www.orthodb.org/v10?query=11940at4891	Transmembrane 9 superfamily member
11940at4891	Duplicated	h1tg000011l_path	670954	668972	-	650.0	503	https://www.orthodb.org/v10?query=11940at4891	Transmembrane 9 superfamily member
11978at4891	Duplicated	h1tg000001l_path	322766	324160	+	771.2	402	https://www.orthodb.org/v10?query=11978at4891	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
11978at4891	Duplicated	h1tg000003l_path	222428	221181	-	708.5	359	https://www.orthodb.org/v10?query=11978at4891	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
12025at4891	Complete	h1tg000005l_path	187286	189503	+	270.6	400	https://www.orthodb.org/v10?query=12025at4891	Putative N-terminal acetyltransferase complex subunit
12039at4891	Complete	h1tg000005l_path	138148	136874	-	717.9	368	https://www.orthodb.org/v10?query=12039at4891	Tryptophanyl-tRNA synthetase
12044at4891	Complete	h1tg000015l_path	531221	532474	+	223.3	200	https://www.orthodb.org/v10?query=12044at4891	DUF300-domain-containing protein
12110at4891	Complete	h1tg000010l_path	164625	163204	-	364.5	302	https://www.orthodb.org/v10?query=12110at4891	Aminoacyl-tRNA synthetase, class II
12111at4891	Complete	h1tg000006l_path	225548	224315	-	566.5	301	https://www.orthodb.org/v10?query=12111at4891	Protoheme IX farnesyltransferase, mitochondrial
12134at4891	Complete	h1tg000017l_path	364635	360824	-	510.2	564	https://www.orthodb.org/v10?query=12134at4891	THO complex, subunitTHOC2, C-terminal
12169at4891	Complete	h1tg000013l_path	695617	697428	+	719.6	433	https://www.orthodb.org/v10?query=12169at4891	Pescadillo homolog
12175at4891	Complete	h1tg000005l_path	662092	660239	-	678.1	477	https://www.orthodb.org/v10?query=12175at4891	Membrane bound O-acyl transferase, MBOAT
12194at4891	Complete	h1tg000005l_path	53094	49956	-	683.8	688	https://www.orthodb.org/v10?query=12194at4891	RNA polymerase-associated protein CTR9
12225at4891	Complete	h1tg000015l_path	50073	53360	+	545.8	744	https://www.orthodb.org/v10?query=12225at4891	Exportin-T
12232at4891	Complete	h1tg000017l_path	280341	281408	+	523.7	297	https://www.orthodb.org/v10?query=12232at4891	N-terminal nucleophile aminohydrolase
12237at4891	Complete	h1tg000017l_path	297527	295866	-	259.7	309	https://www.orthodb.org/v10?query=12237at4891	WD40-repeat-containing domain
12254at4891	Complete	h1tg000001l_path	546477	547737	+	617.1	309	https://www.orthodb.org/v10?query=12254at4891	Pyruvate dehydrogenase E1 component subunit alpha
12256at4891	Complete	h1tg000006l_path	467609	469955	+	514.9	615	https://www.orthodb.org/v10?query=12256at4891	Vps16, C-terminal
12258at4891	Complete	h1tg000011l_path	437947	439263	+	677.7	346	https://www.orthodb.org/v10?query=12258at4891	26S Proteasome regulatory subunit 4
12292at4891	Complete	h1tg000006l_path	273624	276206	+	672.9	462	https://www.orthodb.org/v10?query=12292at4891	ABC transporter type 1, transmembrane domain
12307at4891	Complete	h1tg000011l_path	183000	181171	-	345.1	330	https://www.orthodb.org/v10?query=12307at4891	Sas10 C-terminal domain
12308at4891	Fragmented	h1tg000011l_path	675519	674557	-	396.3	263	https://www.orthodb.org/v10?query=12308at4891	Carbohydrate kinase, FGGY, C-terminal
12314at4891	Complete	h1tg000016l_path	809758	808679	-	479.4	289	https://www.orthodb.org/v10?query=12314at4891	Cytochrome b5-like heme/steroid binding domain
12332at4891	Complete	h1tg000003l_path	171507	170011	-	441.2	353	https://www.orthodb.org/v10?query=12332at4891	Protein SHQ1
12347at4891	Complete	h1tg000006l_path	604128	601426	-	820.5	600	https://www.orthodb.org/v10?query=12347at4891	Mitochondrial carrier
12349at4891	Complete	h1tg000001l_path	60796	59786	-	411.5	266	https://www.orthodb.org/v10?query=12349at4891	ribosomal protein L2
12381at4891	Complete	h1tg000003l_path	378436	379725	+	384.7	301	https://www.orthodb.org/v10?query=12381at4891	WD40-repeat-containing domain
12422at4891	Complete	h1tg000004l_path	732604	733933	+	686.8	384	https://www.orthodb.org/v10?query=12422at4891	Pyridoxal phosphate-dependent transferase
12445at4891	Complete	h1tg000005l_path	738211	736928	-	515.2	331	https://www.orthodb.org/v10?query=12445at4891	Nicotinate phosphoribosyltransferase
12450at4891	Complete	h1tg000017l_path	701455	700496	-	404.2	258	https://www.orthodb.org/v10?query=12450at4891	4-hydroxybenzoate polyprenyltransferase, mitochondrial
12468at4891	Complete	h1tg000015l_path	375711	378819	+	421.8	581	https://www.orthodb.org/v10?query=12468at4891	Armadillo-type fold
12469at4891	Complete	h1tg000014l_path	531906	533588	+	396.6	374	https://www.orthodb.org/v10?query=12469at4891	Leucine-rich repeat, cysteine-containing subtype
12487at4891	Complete	h1tg000005l_path	883440	884600	+	546.1	308	https://www.orthodb.org/v10?query=12487at4891	Carbamoyl-phosphate synthase arginine-specific small chain
12502at4891	Complete	h1tg000005l_path	625467	626856	+	411.8	321	https://www.orthodb.org/v10?query=12502at4891	SUN domain
12523at4891	Complete	h1tg000009l_path	691571	690282	-	413.0	285	https://www.orthodb.org/v10?query=12523at4891	mRNA cap guanine-N7 methyltransferase
12541at4891	Complete	h1tg000017l_path	413525	416131	+	782.3	396	https://www.orthodb.org/v10?query=12541at4891	ATP-dependent RNA helicase DBP2
12549at4891	Fragmented	h1tg000004l_path	372824	373750	+	383.1	189	https://www.orthodb.org/v10?query=12549at4891	Mitogen-activated protein kinase
12560at4891	Complete	h1tg000006l_path	888794	887490	-	681.3	365	https://www.orthodb.org/v10?query=12560at4891	ATPase, AAA-type, conserved site
12562at4891	Complete	h1tg000001l_path	484439	486820	+	358.1	403	https://www.orthodb.org/v10?query=12562at4891	Conserved oligomeric Golgi complex subunit 3
12567at4891	Complete	h1tg000006l_path	430279	431697	+	462.9	320	https://www.orthodb.org/v10?query=12567at4891	Mitochondrial import inner membrane translocase subunit TIM50
12584at4891	Complete	h1tg000011l_path	1005626	1008442	+	688.6	545	https://www.orthodb.org/v10?query=12584at4891	P-type ATPase
12627at4891	Complete	h1tg000016l_path	396141	394819	-	507.1	338	https://www.orthodb.org/v10?query=12627at4891	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial
12629at4891	Duplicated	h1tg000013l_path	733105	731714	-	370.4	368	https://www.orthodb.org/v10?query=12629at4891	Ammonium transporter
12629at4891	Duplicated	h1tg000006l_path	813217	811985	-	363.5	365	https://www.orthodb.org/v10?query=12629at4891	Ammonium transporter
12635at4891	Complete	h1tg000006l_path	46475	44523	-	596.5	421	https://www.orthodb.org/v10?query=12635at4891	Galactose oxidase
12664at4891	Complete	h1tg000015l_path	571926	573659	+	497.7	339	https://www.orthodb.org/v10?query=12664at4891	Uroporphyrin-III C-methyltransferase
12680at4891	Complete	h1tg000015l_path	404359	405336	+	277.3	237	https://www.orthodb.org/v10?query=12680at4891	WD40-repeat-containing domain
12684at4891	Complete	h1tg000010l_path	140204	141451	+	750.2	400	https://www.orthodb.org/v10?query=12684at4891	Phosphoglycerate kinase
12717at4891	Complete	h1tg000011l_path	551834	552910	+	561.9	310	https://www.orthodb.org/v10?query=12717at4891	Uroporphyrinogen decarboxylase
12728at4891	Complete	h1tg000017l_path	117372	118787	+	614.4	363	https://www.orthodb.org/v10?query=12728at4891	Homoserine O-acetyltransferase
12732at4891	Complete	h1tg000014l_path	306097	307800	+	299.7	284	https://www.orthodb.org/v10?query=12732at4891	Amino-acid acetyltransferase, mitochondrial
12737at4891	Complete	h1tg000001l_path	199179	200949	+	262.1	315	https://www.orthodb.org/v10?query=12737at4891	Mediator of RNA polymerase II transcription subunit 17
12784at4891	Complete	h1tg000006l_path	321103	319568	-	596.6	397	https://www.orthodb.org/v10?query=12784at4891	RNA polymerase II transcription factor B subunit 2
12794at4891	Complete	h1tg000004l_path	518775	521169	+	358.3	357	https://www.orthodb.org/v10?query=12794at4891	Ankyrin repeat-containing domain
12814at4891	Complete	h1tg000001l_path	257998	256442	-	624.3	377	https://www.orthodb.org/v10?query=12814at4891	Aspartokinase
12837at4891	Complete	h1tg000014l_path	130632	129295	-	599.1	352	https://www.orthodb.org/v10?query=12837at4891	Bifunctional 6-phosphofructo-2-kinase/fructose-2,6-bisphosphate 2-phosphatase
12947at4891	Complete	h1tg000008l_path	154900	156155	+	397.1	307	https://www.orthodb.org/v10?query=12947at4891	WD40-repeat-containing domain
12956at4891	Fragmented	h1tg000011l_path	326063	324645	-	132.6	213	https://www.orthodb.org/v10?query=12956at4891	E3 ubiquitin protein ligase
12973at4891	Complete	h1tg000005l_path	545442	546749	+	577.4	317	https://www.orthodb.org/v10?query=12973at4891	26S Proteasome regulatory subunit 6A
12980at4891	Fragmented	h1tg000017l_path	510165	509242	-	281.4	209	https://www.orthodb.org/v10?query=12980at4891	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
13029at4891	Complete	h1tg000004l_path	988729	990465	+	419.6	397	https://www.orthodb.org/v10?query=13029at4891	Zinc finger, RING-type
13051at4891	Complete	h1tg000002l_path	235360	236804	+	414.0	271	https://www.orthodb.org/v10?query=13051at4891	tRNA (guanine(37)-N1)-methyltransferase
13102at4891	Complete	h1tg000013l_path	997156	998277	+	656.1	329	https://www.orthodb.org/v10?query=13102at4891	Histone acetyltransferase GCN5
13106at4891	Complete	h1tg000001l_path	197118	198584	+	465.3	318	https://www.orthodb.org/v10?query=13106at4891	26S proteasome non-ATPase regulatory subunit 3
13112at4891	Complete	h1tg000017l_path	199987	198464	-	308.7	263	https://www.orthodb.org/v10?query=13112at4891	Iron hydrogenase
13129at4891	Complete	h1tg000011l_path	242568	244715	+	337.1	275	https://www.orthodb.org/v10?query=13129at4891	Ubiquitin specific protease, conserved site
13150at4891	Complete	h1tg000016l_path	466106	467834	+	365.9	242	https://www.orthodb.org/v10?query=13150at4891	Zinc finger, MYND-type
13164at4891	Complete	h1tg000012l_path	147229	148542	+	452.6	294	https://www.orthodb.org/v10?query=13164at4891	tRNA pseudouridine synthase
13193at4891	Complete	h1tg000015l_path	296618	299212	+	422.8	535	https://www.orthodb.org/v10?query=13193at4891	actin-like ATPase domain-containing protein
13197at4891	Complete	h1tg000013l_path	92729	93799	+	530.1	280	https://www.orthodb.org/v10?query=13197at4891	Cytoplasmic tRNA 2-thiolation protein 1
13235at4891	Complete	h1tg000010l_path	239723	241228	+	512.3	322	https://www.orthodb.org/v10?query=13235at4891	Putative lipase ATG15
13241at4891	Complete	h1tg000004l_path	385353	383299	-	507.6	514	https://www.orthodb.org/v10?query=13241at4891	Pre-mRNA-splicing factor CLF1
13243at4891	Complete	h1tg000011l_path	1303082	1304975	+	458.5	376	https://www.orthodb.org/v10?query=13243at4891	DNA polymerase, Y-family, little finger domain
13259at4891	Complete	h1tg000005l_path	337612	335005	-	826.6	669	https://www.orthodb.org/v10?query=13259at4891	DNA ligase
13280at4891	Complete	h1tg000006l_path	913626	917923	+	799.1	846	https://www.orthodb.org/v10?query=13280at4891	Tetratricopeptide repeat
13290at4891	Complete	h1tg000013l_path	467938	474429	+	733.1	404	https://www.orthodb.org/v10?query=13290at4891	Delta(24(24(1)))-sterol reductase
13293at4891	Complete	h1tg000005l_path	432042	430667	-	409.8	283	https://www.orthodb.org/v10?query=13293at4891	Ribonuclease Nob1, eukaryote
13303at4891	Complete	h1tg000011l_path	424143	425636	+	460.8	297	https://www.orthodb.org/v10?query=13303at4891	Kinase-like protein
13320at4891	Complete	h1tg000001l_path	374608	373565	-	416.2	274	https://www.orthodb.org/v10?query=13320at4891	WD40-repeat-containing domain
13326at4891	Complete	h1tg000004l_path	494029	492709	-	602.8	365	https://www.orthodb.org/v10?query=13326at4891	Mitochondrial-processing peptidase subunit beta
13347at4891	Fragmented	h1tg000015l_path	285713	286432	+	279.8	194	https://www.orthodb.org/v10?query=13347at4891	V-type proton ATPase subunit C
13383at4891	Complete	h1tg000004l_path	238032	235402	-	503.5	589	https://www.orthodb.org/v10?query=13383at4891	TOG domain
13388at4891	Complete	h1tg000005l_path	1031522	1029714	-	538.1	395	https://www.orthodb.org/v10?query=13388at4891	Rab proteins geranylgeranyltransferase component A
13407at4891	Complete	h1tg000004l_path	567203	565785	-	462.1	359	https://www.orthodb.org/v10?query=13407at4891	Tubulin gamma chain
13437at4891	Complete	h1tg000005l_path	238914	240377	+	434.4	358	https://www.orthodb.org/v10?query=13437at4891	Glutathione synthetase
13501at4891	Complete	h1tg000004l_path	228817	225740	-	181.5	409	https://www.orthodb.org/v10?query=13501at4891	Guanine nucleotide exchange factor
13503at4891	Complete	h1tg000005l_path	817838	818860	+	438.2	277	https://www.orthodb.org/v10?query=13503at4891	GPN-loop GTPase
13507at4891	Complete	h1tg000008l_path	171600	170296	-	356.8	248	https://www.orthodb.org/v10?query=13507at4891	Kinase-like protein
13519at4891	Complete	h1tg000006l_path	869179	867728	-	264.1	287	https://www.orthodb.org/v10?query=13519at4891	Origin recognition complex subunit 4
13590at4891	Complete	h1tg000002l_path	400859	399399	-	143.2	223	https://www.orthodb.org/v10?query=13590at4891	Maintenance of telomere capping protein 6
13634at4891	Complete	h1tg000004l_path	764033	762642	-	513.9	336	https://www.orthodb.org/v10?query=13634at4891	Septin
13648at4891	Complete	h1tg000011l_path	1454328	1453195	-	654.7	338	https://www.orthodb.org/v10?query=13648at4891	S-adenosylmethionine synthase
13656at4891	Complete	h1tg000005l_path	59089	60357	+	487.3	322	https://www.orthodb.org/v10?query=13656at4891	Pyridoxal phosphate-dependent transferase
13703at4891	Complete	h1tg000009l_path	571129	569787	-	596.7	372	https://www.orthodb.org/v10?query=13703at4891	Prephenate dehydrogenase
13721at4891	Complete	h1tg000003l_path	278479	279894	+	464.9	320	https://www.orthodb.org/v10?query=13721at4891	Protein TED1
13726at4891	Complete	h1tg000005l_path	679782	680963	+	391.7	285	https://www.orthodb.org/v10?query=13726at4891	Phosphoserine aminotransferase
